bad : worse = big : bigger -> ['worse', 'bigger', 'big', 'larger', 'smaller']
low : lower = bright : brighter -> ['bright', 'lower', 'upper', 'ruffled', 'hued']
low : lower = cheap : cheaper -> ['cheaper', 'cheap', 'lower', 'expensive', 'inexpensive']
low : lower = cold : colder -> ['cold', 'lower', 'upper', 'warmer', 'colder']
low : lower = cool : cooler -> ['cool', 'lower', 'warm', 'warmer', 'regrow']
low : lower = deep : deeper -> ['deep', 'deeper', 'lower', 'upper', 'deepest']
low : lower = easy : easier -> ['easy', 'easier', 'lower', 'harder', 'tougher']
low : lower = fast : faster -> ['fast', 'faster', 'lower', 'slower', 'reversibly']
low : lower = good : better -> ['good', 'lower', 'better', 'upper', 'sillier']
low : lower = great : greater -> ['great', 'lower', 'greater', 'upper', 'florenz']
low : lower = hard : harder -> ['hard', 'harder', 'lower', 'tougher', 'easier']
low : lower = heavy : heavier -> ['heavy', 'lower', 'heavier', 'upper', 'sturdier']
low : lower = high : higher -> ['lower', 'upper', 'higher', 'high', 'junior-senior']
low : lower = hot : hotter -> ['hot', 'lower', 'upper', 'bubbling', 'hottest']
low : lower = large : larger -> ['large', 'larger', 'lower', 'smaller', 'bigger']
low : lower = long : longer -> ['long', 'lower', 'longer', 'upper', 'shorter']
low : lower = loud : louder -> ['loud', 'lower', 'louder', 'funnier', 'uglier']
new : newer = old : older -> ['old', 'newer', 'older', 'younger', 'wealthier']
new : newer = quick : quicker -> ['quick', 'newer', 'slower', 'faster', 'cheaper']
new : newer = safe : safer -> ['safe', 'safer', 'newer', 'cheaper', 'healthier']
new : newer = sharp : sharper -> ['sharp', 'sharper', 'newer', 'taut', 'graver']
new : newer = short : shorter -> ['short', 'shorter', 'newer', 'longer', 'slower']
new : newer = simple : simpler -> ['simple', 'newer', 'simpler', 'simplest', 'leaner']
new : newer = slow : slower -> ['slow', 'slower', 'faster', 'newer', 'decelerate']
new : newer = small : smaller -> ['smaller', 'small', 'newer', 'larger', 'bigger']
new : newer = smart : smarter -> ['smart', 'newer', 'smarter', 'leaner', 'cheaper']
new : newer = strong : stronger -> ['strong', 'stronger', 'newer', 'weaker', 'weak']
new : newer = tall : taller -> ['tall', 'taller', 'newer', 'thick', 'heavier']
new : newer = tight : tighter -> ['tight', 'tighter', 'newer', 'narrower', 'looser']
new : newer = tough : tougher -> ['tough', 'tougher', 'newer', 'heavier', 'leaner']
new : newer = warm : warmer -> ['warm', 'warmer', 'newer', 'drier', 'humid']
new : newer = weak : weaker -> ['weak', 'weaker', 'newer', 'stronger', 'heavier']
new : newer = wide : wider -> ['wide', 'wider', 'newer', 'narrower', 'widest']
new : newer = young : younger -> ['young', 'younger', 'older', 'newer', 'elderly']
new : newer = bad : worse -> ['bad', 'newer', 'uglier', 'prettier', 'sillier']
new : newer = big : bigger -> ['big', 'bigger', 'newer', 'smaller', 'larger']
new : newer = bright : brighter -> ['bright', 'newer', 'brighter', 'greenish', 'pinkish']
new : newer = cheap : cheaper -> ['cheap', 'cheaper', 'inexpensive', 'newer', 'expensive']
new : newer = cold : colder -> ['cold', 'warmer', 'cooler', 'newer', 'hotter']
new : newer = cool : cooler -> ['cool', 'warmer', 'cooler', 'warm', 'newer']
new : newer = deep : deeper -> ['deep', 'deeper', 'newer', 'shallow', 'deepest']
new : newer = easy : easier -> ['easy', 'easier', 'harder', 'simpler', 'faster']
new : newer = fast : faster -> ['fast', 'faster', 'newer', 'slower', 'googly']
new : newer = good : better -> ['good', 'newer', 'better', 'funnier', 'sillier']
new : newer = great : greater -> ['great', 'newer', 'older', 'magnificent', 'lesser']
new : newer = hard : harder -> ['hard', 'harder', 'newer', 'tougher', 'cheaper']
new : newer = heavy : heavier -> ['heavy', 'heavier', 'newer', 'lighter', 'heaviest']
new : newer = high : higher -> ['high', 'newer', 'higher', 'low', 'cheaper']
new : newer = hot : hotter -> ['hot', 'newer', 'bubbling', 'hotter', 'heavier']
new : newer = large : larger -> ['large', 'smaller', 'larger', 'newer', 'bigger']
new : newer = long : longer -> ['long', 'newer', 'longer', 'shorter', 'theoretically']
new : newer = loud : louder -> ['loud', 'louder', 'newer', 'leaner', 'mellower']
new : newer = low : lower -> ['low', 'newer', 'low-', 'subsonic', 'higher']
old : older = quick : quicker -> ['quick', 'slower', 'tougher', 'older', 'deadlier']
old : older = safe : safer -> ['safe', 'safer', 'healthier', 'friendlier', 'weaker']
old : older = sharp : sharper -> ['sharp', 'sharper', 'graver', 'lazier', 'tougher']
old : older = short : shorter -> ['short', 'shorter', 'older', 'longer', 'lengthier']
old : older = simple : simpler -> ['simple', 'simpler', 'older', 'nastier', 'leaner']
old : older = slow : slower -> ['slow', 'slower', 'faster', 'slows', 'slowing']
old : older = small : smaller -> ['smaller', 'small', 'larger', 'bigger', 'older']
old : older = smart : smarter -> ['smart', 'smarter', 'older', 'tougher', 'lazier']
old : older = strong : stronger -> ['strong', 'stronger', 'weaker', 'older', 'strongest']
old : older = tall : taller -> ['tall', 'taller', 'older', 'smaller', 'larger']
old : older = tight : tighter -> ['tight', 'tighter', 'tougher', 'narrower', 'looser']
old : older = tough : tougher -> ['tough', 'tougher', 'older', 'nastier', 'weaker']
old : older = warm : warmer -> ['warm', 'warmer', 'drier', 'hotter', 'older']
old : older = weak : weaker -> ['weak', 'weaker', 'stronger', 'tougher', 'older']
old : older = wide : wider -> ['wide', 'wider', 'narrower', 'broader', 'larger']
old : older = young : younger -> ['young', 'younger', 'older', 'youngest', 'middle-aged']
old : older = bad : worse -> ['bad', 'older', 'nastier', 'uglier', 'sillier']
old : older = big : bigger -> ['big', 'bigger', 'smaller', 'larger', 'older']
old : older = bright : brighter -> ['bright', 'richer', 'browner', 'brighter', 'older']
old : older = cheap : cheaper -> ['cheap', 'cheaper', 'inexpensive', 'older', 'tougher']
old : older = cold : colder -> ['cold', 'warmer', 'hotter', 'colder', 'drier']
old : older = cool : cooler -> ['cool', 'warmer', 'warm', 'hotter', 'cooler']
old : older = deep : deeper -> ['deep', 'deeper', 'older', 'deepest', 'narrower']
old : older = easy : easier -> ['easy', 'easier', 'harder', 'tougher', 'difficult']
old : older = fast : faster -> ['fast', 'faster', 'slower', 'older', 'googly']
old : older = good : better -> ['good', 'better', 'nastier', 'funnier', 'sillier']
old : older = great : greater -> ['great', 'older', 'lesser', 'younger', 'florenz']
old : older = hard : harder -> ['hard', 'harder', 'tougher', 'easier', 'older']
old : older = heavy : heavier -> ['heavy', 'heavier', 'lighter', 'deadlier', 'tougher']
old : older = high : higher -> ['high', 'higher', 'older', 'low', 'smaller']
old : older = hot : hotter -> ['hot', 'older', 'hotter', 'hottest', 'nastier']
old : older = large : larger -> ['larger', 'smaller', 'large', 'bigger', 'older']
old : older = long : longer -> ['long', 'longer', 'spindly', 'older', 'shorter']
old : older = loud : louder -> ['loud', 'louder', 'funnier', 'tougher', 'angrier']
old : older = low : lower -> ['low', 'higher', 'older', 'fewer', 'smaller']
old : older = new : newer -> ['new', 'older', 'newer', 'higher-priced', 'new-build']
quick : quicker = safe : safer -> ['safe', 'quicker', 'safer', 'healthier', 'quieter']
quick : quicker = sharp : sharper -> ['quicker', 'sharp', 'sharper', 'smoother', 'steeper']
quick : quicker = short : shorter -> ['short', 'quicker', 'shorter', 'quieter', 'steeper']
quick : quicker = simple : simpler -> ['quicker', 'simpler', 'simple', 'smoother', 'quieter']
quick : quicker = slow : slower -> ['quicker', 'slow', 'slower', 'smoother', 'faster']
quick : quicker = small : smaller -> ['quicker', 'smaller', 'small', 'denser', 'quieter']
quick : quicker = smart : smarter -> ['quicker', 'smarter', 'smart', 'nicer', 'quieter']
quick : quicker = strong : stronger -> ['quicker', 'strong', 'stronger', 'weaker', 'weak']
quick : quicker = tall : taller -> ['tall', 'taller', 'quicker', 'denser', 'thicker']
quick : quicker = tight : tighter -> ['tight', 'quicker', 'tighter', 'smoother', 'thicker']
quick : quicker = tough : tougher -> ['quicker', 'tough', 'tougher', 'tighter', 'quieter']
quick : quicker = warm : warmer -> ['warmer', 'warm', 'colder', 'cooler', 'quicker']
quick : quicker = weak : weaker -> ['weak', 'quicker', 'weaker', 'poorer', 'denser']
quick : quicker = wide : wider -> ['wide', 'wider', 'quicker', 'shallower', 'narrower']
quick : quicker = young : younger -> ['young', 'quicker', 'younger', 'taller', 'smarter']
quick : quicker = bad : worse -> ['bad', 'quicker', 'colder', 'poorer', 'subpar']
quick : quicker = big : bigger -> ['big', 'quicker', 'quieter', 'denser', 'bigger']
quick : quicker = bright : brighter -> ['bright', 'brighter', 'quicker', 'warmer', 'denser']
quick : quicker = cheap : cheaper -> ['quicker', 'cheaper', 'cheap', 'quieter', 'smoother']
quick : quicker = cold : colder -> ['cold', 'colder', 'warmer', 'cooler', 'quicker']
quick : quicker = cool : cooler -> ['cool', 'colder', 'warmer', 'cooler', 'quicker']
quick : quicker = deep : deeper -> ['deeper', 'deep', 'quicker', 'shallower', 'warmer']
quick : quicker = easy : easier -> ['quicker', 'easy', 'easier', 'harder', 'smoother']
quick : quicker = fast : faster -> ['quicker', 'faster', 'fast', 'slower', 'smoother']
quick : quicker = good : better -> ['good', 'quicker', 'poorer', 'better', 'fairer']
quick : quicker = great : greater -> ['great', 'quicker', 'greater', 'poorer', 'quieter']
quick : quicker = hard : harder -> ['hard', 'quicker', 'harder', 'quieter', 'smoother']
quick : quicker = heavy : heavier -> ['heavy', 'heavier', 'quicker', 'denser', 'stiffer']
quick : quicker = high : higher -> ['high', 'quicker', 'higher', 'steeper', 'colder']
quick : quicker = hot : hotter -> ['hot', 'hotter', 'colder', 'warmer', 'quicker']
quick : quicker = large : larger -> ['large', 'quicker', 'smaller', 'larger', 'denser']
quick : quicker = long : longer -> ['long', 'quicker', 'shorter', 'quieter', 'longer']
quick : quicker = loud : louder -> ['quicker', 'loud', 'louder', 'smoother', 'quieter']
quick : quicker = low : lower -> ['low', 'quicker', 'colder', 'steeper', 'hotter']
quick : quicker = new : newer -> ['new', 'quicker', 'quieter', 'd-new', 'stricter']
quick : quicker = old : older -> ['old', 'quicker', 'older', 'quieter', 'taller']
safe : safer = sharp : sharper -> ['sharp', 'sharper', 'safer', 'blunt', 'blacker']
safe : safer = short : shorter -> ['short', 'shorter', 'safer', 'busier', 'steeper']
safe : safer = simple : simpler -> ['simple', 'simpler', 'safer', 'riskier', 'neater']
safe : safer = slow : slower -> ['slow', 'slower', 'safer', 'accelerate', 'retard']
safe : safer = small : smaller -> ['small', 'smaller', 'tiny', 'safer', 'larger']
safe : safer = smart : smarter -> ['smart', 'safer', 'smarter', 'greener', 'keener']
safe : safer = strong : stronger -> ['strong', 'stronger', 'weak', 'safer', 'stong']
safe : safer = tall : taller -> ['tall', 'taller', 'thick', 'steeper', 'safer']
safe : safer = tight : tighter -> ['tight', 'tighter', 'safer', 'smoother', 'steeper']
safe : safer = tough : tougher -> ['tough', 'tougher', 'safer', 'harder', 'smarter']
safe : safer = warm : warmer -> ['warm', 'warmer', 'colder', 'drier', 'safer']
safe : safer = weak : weaker -> ['weak', 'weaker', 'safer', 'stronger', 'poorer']
safe : safer = wide : wider -> ['wide', 'wider', 'narrower', 'safer', 'steeper']
safe : safer = young : younger -> ['young', 'younger', 'freeborn', 'souther', 'safer']
safe : safer = bad : worse -> ['bad', 'safer', 'uglier', 'weirder', 'dodgy']
safe : safer = big : bigger -> ['big', 'bigger', 'safer', 'smaller', 'huge']
safe : safer = bright : brighter -> ['bright', 'brighter', 'greener', 'browner', 'dull']
safe : safer = cheap : cheaper -> ['cheap', 'cheaper', 'safer', 'inexpensive', 'expensive']
safe : safer = cold : colder -> ['cold', 'colder', 'warmer', 'wetter', 'drier']
safe : safer = cool : cooler -> ['cool', 'colder', 'safer', 'warmer', 'hotter']
safe : safer = deep : deeper -> ['deep', 'deeper', 'safer', 'shallow', 'shallower']
safe : safer = easy : easier -> ['easy', 'easier', 'safer', 'harder', 'simpler']
safe : safer = fast : faster -> ['fast', 'faster', 'safer', 'slower', 'quieter']
safe : safer = good : better -> ['good', 'safer', 'excellent', 'better', 'riskier']
safe : safer = great : greater -> ['great', 'florenz', 'safer', 'greater', 'tremendous']
safe : safer = hard : harder -> ['hard', 'harder', 'safer', 'tougher', 'difficult']
safe : safer = heavy : heavier -> ['heavy', 'heavier', 'safer', 'busier', 'torrential']
safe : safer = high : higher -> ['high', 'higher', 'safer', 'low', 'steeper']
safe : safer = hot : hotter -> ['hot', 'safer', 'hotter', 'colder', 'wetter']
safe : safer = large : larger -> ['large', 'smaller', 'larger', 'huge', 'small']
safe : safer = long : longer -> ['long', 'shorter', 'longer', 'busier', 'safer']
safe : safer = loud : louder -> ['loud', 'louder', 'safer', 'funnier', 'sharper']
safe : safer = low : lower -> ['low', 'safer', 'steeper', 'higher', 'wetter']
safe : safer = new : newer -> ['new', 'd-new', 'newer', 'polka-dot', 'australia-new']
safe : safer = old : older -> ['old', 'older', 'busier', 'newer', 'safer']
safe : safer = quick : quicker -> ['quick', 'safer', 'smarter', 'sharper', 'simpler']
sharp : sharper = short : shorter -> ['short', 'shorter', 'sharper', 'leaner', 'lengthier']
sharp : sharper = simple : simpler -> ['simple', 'simpler', 'leaner', 'neater', 'looser']
sharp : sharper = slow : slower -> ['slow', 'slower', 'smoother', 'faster', 'leaner']
sharp : sharper = small : smaller -> ['small', 'smaller', 'bulkier', 'larger', 'sharper']
sharp : sharper = smart : smarter -> ['smart', 'sharper', 'smarter', 'prettier', 'leaner']
sharp : sharper = strong : stronger -> ['strong', 'stronger', 'sharper', 'weak', 'weaker']
sharp : sharper = tall : taller -> ['tall', 'taller', 'slimmer', 'bulkier', 'fatter']
sharp : sharper = tight : tighter -> ['tight', 'tighter', 'looser', 'sharper', 'smoother']
sharp : sharper = tough : tougher -> ['tough', 'tougher', 'tighter', 'sharper', 'softer']
sharp : sharper = warm : warmer -> ['warm', 'warmer', 'drier', 'colder', 'rougher']
sharp : sharper = weak : weaker -> ['weak', 'weaker', 'stronger', 'sharper', 'bulkier']
sharp : sharper = wide : wider -> ['wide', 'wider', 'narrower', 'tighter', 'shallower']
sharp : sharper = young : younger -> ['young', 'younger', 'sharper', 'prettier', 'leaner']
sharp : sharper = bad : worse -> ['bad', 'prettier', 'uglier', 'weirder', 'dirtier']
sharp : sharper = big : bigger -> ['big', 'bigger', 'prettier', 'sharper', 'funnier']
sharp : sharper = bright : brighter -> ['bright', 'brighter', 'whiter', 'sharper', 'redder']
sharp : sharper = cheap : cheaper -> ['cheap', 'cheaper', 'inexpensive', 'riskier', 'leaner']
sharp : sharper = cold : colder -> ['cold', 'warmer', 'colder', 'hotter', 'rougher']
sharp : sharper = cool : cooler -> ['cool', 'warmer', 'colder', 'hotter', 'rougher']
sharp : sharper = deep : deeper -> ['deep', 'deeper', 'shallower', 'rougher', 'sharper']
sharp : sharper = easy : easier -> ['easy', 'easier', 'harder', 'neater', 'smoother']
sharp : sharper = fast : faster -> ['fast', 'faster', 'slower', 'smoother', 'tighter']
sharp : sharper = good : better -> ['good', 'prettier', 'tidier', 'funnier', 'sharper']
sharp : sharper = great : greater -> ['great', 'tidier', 'funnier', 'prettier', 'livelier']
sharp : sharper = hard : harder -> ['hard', 'harder', 'softer', 'trickier', 'tougher']
sharp : sharper = heavy : heavier -> ['heavy', 'heavier', 'tighter', 'bulkier', 'softer']
sharp : sharper = high : higher -> ['high', 'higher', 'sharper', 'riskier', 'above-average']
sharp : sharper = hot : hotter -> ['hot', 'hotter', 'dirtier', 'softer', 'rougher']
sharp : sharper = large : larger -> ['large', 'larger', 'smaller', 'huge', 'bulkier']
sharp : sharper = long : longer -> ['long', 'shorter', 'neater', 'longer', 'unwieldly']
sharp : sharper = loud : louder -> ['loud', 'louder', 'sweeter', 'sharper', 'dirtier']
sharp : sharper = low : lower -> ['low', 'sharper', 'steeper', 'higher', 'rougher']
sharp : sharper = new : newer -> ['new', 'all-new', 'd-new', 'brand-new', 'riskier']
sharp : sharper = old : older -> ['old', 'older', 'prettier', 'dirtier', 'out-of-date']
sharp : sharper = quick : quicker -> ['quick', 'sharper', 'neater', 'tidier', 'leaner']
sharp : sharper = safe : safer -> ['safe', 'healthier', 'safer', 'friendlier', 'riskier']
short : shorter = simple : simpler -> ['simple', 'simpler', 'shorter', 'looser', 'plainer']
short : shorter = slow : slower -> ['slow', 'slower', 'shorter', 'quieter', 'smoother']
short : shorter = small : smaller -> ['smaller', 'small', 'larger', 'shorter', 'slimmer']
short : shorter = smart : smarter -> ['smart', 'smarter', 'bolder', 'shorter', 'slimmer']
short : shorter = strong : stronger -> ['strong', 'stronger', 'weaker', 'shorter', 'tighter']
short : shorter = tall : taller -> ['tall', 'taller', 'shorter', 'thicker', 'slimmer']
short : shorter = tight : tighter -> ['tight', 'tighter', 'thicker', 'shorter', 'looser']
short : shorter = tough : tougher -> ['tough', 'tougher', 'shorter', 'tighter', 'softer']
short : shorter = warm : warmer -> ['warm', 'warmer', 'colder', 'hotter', 'cooler']
short : shorter = weak : weaker -> ['weak', 'weaker', 'stronger', 'shorter', 'softer']
short : shorter = wide : wider -> ['wide', 'wider', 'narrower', 'shorter', 'taller']
short : shorter = young : younger -> ['young', 'younger', 'shorter', 'taller', 'older']
short : shorter = bad : worse -> ['bad', 'prettier', 'sweeter', 'weirder', 'shorter']
short : shorter = big : bigger -> ['big', 'bigger', 'shorter', 'smaller', 'slimmer']
short : shorter = bright : brighter -> ['bright', 'brighter', 'darker', 'duller', 'paler']
short : shorter = cheap : cheaper -> ['cheap', 'cheaper', 'inexpensive', 'simpler', 'quieter']
short : shorter = cold : colder -> ['cold', 'warmer', 'colder', 'cooler', 'hotter']
short : shorter = cool : cooler -> ['cool', 'warmer', 'colder', 'cooler', 'hotter']
short : shorter = deep : deeper -> ['deep', 'deeper', 'shorter', 'shallower', 'thicker']
short : shorter = easy : easier -> ['easy', 'easier', 'simpler', 'harder', 'quieter']
short : shorter = fast : faster -> ['fast', 'faster', 'quieter', 'slower', 'smoother']
short : shorter = good : better -> ['good', 'prettier', 'shorter', 'weirder', 'sweeter']
short : shorter = great : greater -> ['great', 'finer', 'shorter', 'greater', 'florenz']
short : shorter = hard : harder -> ['hard', 'harder', 'softer', 'quieter', 'simpler']
short : shorter = heavy : heavier -> ['heavy', 'heavier', 'stiffer', 'lighter', 'shorter']
short : shorter = high : higher -> ['high', 'higher', 'taller', 'shorter', 'steeper']
short : shorter = hot : hotter -> ['hot', 'hotter', 'warmer', 'colder', 'quieter']
short : shorter = large : larger -> ['large', 'smaller', 'larger', 'bigger', 'huge']
short : shorter = long : longer -> ['long', 'shorter', 'longer', 'quieter', 'straighter']
short : shorter = loud : louder -> ['loud', 'louder', 'sweeter', 'mellower', 'quieter']
short : shorter = low : lower -> ['low', 'shorter', 'steeper', 'hotter', 'higher']
short : shorter = new : newer -> ['new', 'newer', 'better-quality', 'colonial-era', 'd-new']
short : shorter = old : older -> ['old', 'older', 'shorter', 'newer', 'taller']
short : shorter = quick : quicker -> ['quick', 'shorter', 'quicker', 'simpler', 'smoother']
short : shorter = safe : safer -> ['safe', 'safer', 'healthier', 'quieter', 'shorter']
short : shorter = sharp : sharper -> ['sharp', 'sharper', 'shorter', 'finer', 'bolder']
simple : simpler = slow : slower -> ['slow', 'slower', 'quicker', 'simpler', 'faster']
simple : simpler = small : smaller -> ['small', 'smaller', 'simpler', 'larger', 'slimmer']
simple : simpler = smart : smarter -> ['smart', 'smarter', 'simpler', 'bolder', 'quicker']
simple : simpler = strong : stronger -> ['strong', 'stronger', 'weaker', 'weak', 'simpler']
simple : simpler = tall : taller -> ['tall', 'taller', 'thicker', 'slimmer', 'simpler']
simple : simpler = tight : tighter -> ['tight', 'tighter', 'looser', 'thicker', 'stiffer']
simple : simpler = tough : tougher -> ['tough', 'tougher', 'harder', 'simpler', 'smarter']
simple : simpler = warm : warmer -> ['warm', 'warmer', 'colder', 'cooler', 'hotter']
simple : simpler = weak : weaker -> ['weak', 'weaker', 'stronger', 'simpler', 'tougher']
simple : simpler = wide : wider -> ['wide', 'wider', 'narrower', 'shallower', 'thicker']
simple : simpler = young : younger -> ['young', 'younger', 'smarter', 'wiser', 'taller']
simple : simpler = bad : worse -> ['bad', 'weirder', 'cleverer', 'funnier', 'smarter']
simple : simpler = big : bigger -> ['big', 'bigger', 'simpler', 'smarter', 'quieter']
simple : simpler = bright : brighter -> ['bright', 'brighter', 'darker', 'browner', 'duller']
simple : simpler = cheap : cheaper -> ['cheaper', 'cheap', 'simpler', 'inexpensive', 'quieter']
simple : simpler = cold : colder -> ['cold', 'warmer', 'colder', 'cooler', 'hotter']
simple : simpler = cool : cooler -> ['cool', 'warmer', 'cooler', 'colder', 'calmer']
simple : simpler = deep : deeper -> ['deep', 'deeper', 'shallower', 'thicker', 'hotter']
simple : simpler = easy : easier -> ['easy', 'easier', 'simpler', 'harder', 'quicker']
simple : simpler = fast : faster -> ['fast', 'faster', 'slower', 'quicker', 'quieter']
simple : simpler = good : better -> ['good', 'better', 'smarter', 'simpler', 'cleverer']
simple : simpler = great : greater -> ['great', 'greater', 'simpler', 'florenz', 'grander']
simple : simpler = hard : harder -> ['hard', 'harder', 'simpler', 'easier', 'tougher']
simple : simpler = heavy : heavier -> ['heavy', 'heavier', 'stiffer', 'lighter', 'simpler']
simple : simpler = high : higher -> ['high', 'higher', 'cheaper', 'taller', 'steeper']
simple : simpler = hot : hotter -> ['hot', 'hotter', 'colder', 'warmer', 'quieter']
simple : simpler = large : larger -> ['large', 'smaller', 'larger', 'bigger', 'simpler']
simple : simpler = long : longer -> ['long', 'shorter', 'longer', 'quieter', 'simpler']
simple : simpler = loud : louder -> ['loud', 'louder', 'simpler', 'quieter', 'sweeter']
simple : simpler = low : lower -> ['low', 'hotter', 'higher', 'quieter', 'steeper']
simple : simpler = new : newer -> ['new', 'd-new', 'simpler', 'york-new', 'australia-new']
simple : simpler = old : older -> ['old', 'older', 'simpler', 'busier', 'plainer']
simple : simpler = quick : quicker -> ['quick', 'simpler', 'quicker', 'slower', 'smarter']
simple : simpler = safe : safer -> ['safe', 'safer', 'simpler', 'quicker', 'healthier']
simple : simpler = sharp : sharper -> ['sharp', 'sharper', 'simpler', 'bolder', 'slimmer']
simple : simpler = short : shorter -> ['short', 'shorter', 'simpler', 'quieter', 'busier']
slow : slower = small : smaller -> ['smaller', 'small', 'larger', 'bigger', 'tiny']
slow : slower = smart : smarter -> ['smart', 'smarter', 'tougher', 'slower', 'cheaper']
slow : slower = strong : stronger -> ['strong', 'stronger', 'weaker', 'weak', 'tougher']
slow : slower = tall : taller -> ['tall', 'taller', 'heavier', 'thick', 'narrower']
slow : slower = tight : tighter -> ['tight', 'tighter', 'tougher', 'narrower', 'heavier']
slow : slower = tough : tougher -> ['tough', 'tougher', 'heavier', 'slower', 'harder']
slow : slower = warm : warmer -> ['warm', 'warmer', 'hotter', 'softer', 'drier']
slow : slower = weak : weaker -> ['weak', 'weaker', 'stronger', 'tougher', 'heavier']
slow : slower = wide : wider -> ['wide', 'wider', 'narrower', 'broader', 'larger']
slow : slower = young : younger -> ['young', 'younger', 'older', 'middle-aged', 'wealthier']
slow : slower = bad : worse -> ['bad', 'funnier', 'sillier', 'uglier', 'nastier']
slow : slower = big : bigger -> ['big', 'bigger', 'larger', 'smaller', 'huge']
slow : slower = bright : brighter -> ['bright', 'brighter', 'lighter', 'whiter', 'orange-red']
slow : slower = cheap : cheaper -> ['cheaper', 'cheap', 'inexpensive', 'slower', 'expensive']
slow : slower = cold : colder -> ['cold', 'warmer', 'hotter', 'heavier', 'drier']
slow : slower = cool : cooler -> ['cool', 'hotter', 'warmer', 'softer', 'dirtier']
slow : slower = deep : deeper -> ['deep', 'deeper', 'slower', 'narrower', 'deepest']
slow : slower = easy : easier -> ['easy', 'easier', 'harder', 'slower', 'tougher']
slow : slower = fast : faster -> ['fast', 'faster', 'slower', 'heavier', 'cheaper']
slow : slower = good : better -> ['good', 'funnier', 'better', 'sillier', 'nastier']
slow : slower = great : greater -> ['great', 'greater', 'tremendous', 'florenz', 'sillier']
slow : slower = hard : harder -> ['hard', 'harder', 'tougher', 'slower', 'heavier']
slow : slower = heavy : heavier -> ['heavier', 'heavy', 'lighter', 'slower', 'tougher']
slow : slower = high : higher -> ['high', 'higher', 'slower', 'ultra-high', 'heavier']
slow : slower = hot : hotter -> ['hot', 'hotter', 'heavier', 'slower', 'tougher']
slow : slower = large : larger -> ['large', 'larger', 'smaller', 'bigger', 'huge']
slow : slower = long : longer -> ['long', 'longer', 'shorter', 'spindly', 'anon-only']
slow : slower = loud : louder -> ['loud', 'louder', 'slower', 'funnier', 'heavier']
slow : slower = low : lower -> ['low', 'higher', 'slower', 'heavier', 'noisier']
slow : slower = new : newer -> ['new', 'd-new', 'newer', 'higher-priced', 'then-new']
slow : slower = old : older -> ['old', 'older', 'younger', 'slower', 'newer']
slow : slower = quick : quicker -> ['quick', 'slower', 'tougher', 'faster', 'cheaper']
slow : slower = safe : safer -> ['safe', 'healthier', 'safer', 'slower', 'cheaper']
slow : slower = sharp : sharper -> ['sharp', 'sharper', 'heavier', 'tougher', 'noisier']
slow : slower = short : shorter -> ['short', 'shorter', 'slower', 'longer', 'narrower']
slow : slower = simple : simpler -> ['simple', 'simpler', 'leaner', 'bulkier', 'noisier']
small : smaller = smart : smarter -> ['smart', 'smarter', 'tougher', 'cheaper', 'prettier']
small : smaller = strong : stronger -> ['stronger', 'strong', 'weaker', 'tougher', 'strongest']
small : smaller = tall : taller -> ['tall', 'taller', 'smaller', 'larger', 'heavier']
small : smaller = tight : tighter -> ['tight', 'tighter', 'narrower', 'tougher', 'looser']
small : smaller = tough : tougher -> ['tough', 'tougher', 'weaker', 'heavier', 'stronger']
small : smaller = warm : warmer -> ['warm', 'warmer', 'colder', 'drier', 'hotter']
small : smaller = weak : weaker -> ['weaker', 'weak', 'stronger', 'tougher', 'heavier']
small : smaller = wide : wider -> ['wide', 'wider', 'narrower', 'broader', 'smaller']
small : smaller = young : younger -> ['young', 'younger', 'older', 'wealthier', 'middle-aged']
small : smaller = bad : worse -> ['bad', 'weaker', 'uglier', 'funnier', 'sillier']
small : smaller = big : bigger -> ['big', 'bigger', 'smaller', 'larger', 'deadlier']
small : smaller = bright : brighter -> ['bright', 'brighter', 'fainter', 'whiter', 'redder']
small : smaller = cheap : cheaper -> ['cheaper', 'cheap', 'inexpensive', 'heavier', 'expensive']
small : smaller = cold : colder -> ['cold', 'warmer', 'colder', 'hotter', 'cooler']
small : smaller = cool : cooler -> ['cool', 'warmer', 'colder', 'cooler', 'hotter']
small : smaller = deep : deeper -> ['deep', 'deeper', 'narrower', 'shallower', 'deepest']
small : smaller = easy : easier -> ['easy', 'easier', 'harder', 'tougher', 'slower']
small : smaller = fast : faster -> ['fast', 'faster', 'slower', 'busier', 'heavier']
small : smaller = good : better -> ['good', 'better', 'funnier', 'weaker', 'sillier']
small : smaller = great : greater -> ['great', 'greater', 'smaller', 'larger', 'sillier']
small : smaller = hard : harder -> ['hard', 'harder', 'tougher', 'heavier', 'slower']
small : smaller = heavy : heavier -> ['heavier', 'heavy', 'lighter', 'deadlier', 'smaller']
small : smaller = high : higher -> ['high', 'higher', 'smaller', 'larger', 'weaker']
small : smaller = hot : hotter -> ['hot', 'hotter', 'bubbling', 'heavier', 'busier']
small : smaller = large : larger -> ['larger', 'smaller', 'large', 'bigger', 'huge']
small : smaller = long : longer -> ['long', 'longer', 'shorter', 'busier', 'narrower']
small : smaller = loud : louder -> ['loud', 'louder', 'funnier', 'dirtier', 'sweeter']
small : smaller = low : lower -> ['low', 'higher', 'smaller', 'lower', 'weaker']
small : smaller = new : newer -> ['new', 'newer', 'smaller', 'larger', 'busier']
small : smaller = old : older -> ['old', 'older', 'newer', 'smaller', 'younger']
