bad : worse = big : bigger -> ['bigger', 'larger', 'smaller', 'funnier', 'greater']
loud : louder = good : better -> ['cleverer', 'weirder', 'better', 'prettier', 'funnier']
loud : louder = great : greater -> ['florenz', 'greater', 'cleverer', 'weirder', 'meaner']
loud : louder = hard : harder -> ['harder', 'softer', 'tougher', 'sweeter', 'tighter']
loud : louder = heavy : heavier -> ['heavier', 'lighter', 'bulkier', 'tighter', 'softer']
loud : louder = high : higher -> ['higher', 'steeper', 'low', 'above-average', 'busier']
loud : louder = hot : hotter -> ['hotter', 'sweeter', 'colder', 'softer', 'fatter']
loud : louder = large : larger -> ['larger', 'smaller', 'bigger', 'bulkier', 'narrower']
loud : louder = long : longer -> ['shorter', 'longer', 'narrower', 'busier', 'quieter']
low : lower = new : newer -> ['d-new', 'upper', 'pre-county', 'york-new', 'australia-new']
low : lower = old : older -> ['older', 'upper', 'younger', 'olde', 'newer']
low : lower = quick : quicker -> ['slower', 'tougher', 'easier', 'funnier', 'faster']
low : lower = safe : safer -> ['safer', 'upper', 'healthier', 'safest', 'defensible']
low : lower = sharp : sharper -> ['sharper', 'upper', 'mandibular', 'maxillary', 'blade-like']
low : lower = short : shorter -> ['shorter', 'upper', 'longer', 'narrower', 'lengthier']
low : lower = simple : simpler -> ['simpler', 'upper', 'simplest', 'sturdier', 'inflectional']
low : lower = slow : slower -> ['slower', 'decelerate', 'aggravate', 'perturb', 'accelerate']
low : lower = small : smaller -> ['smaller', 'larger', 'tiny', 'upper', 'bigger']
low : lower = smart : smarter -> ['smarter', 'upper', 'tougher', 'prettier', 'bigger']
low : lower = strong : stronger -> ['stronger', 'weaker', 'upper', 'weak', 'tougher']
low : lower = tall : taller -> ['taller', 'upper', 'narrower', 'octagonal', 'larger']
low : lower = tight : tighter -> ['tighter', 'upper', 'narrower', 'tougher', 'flatter']
low : lower = tough : tougher -> ['tougher', 'upper', 'harder', 'scarier', 'funnier']
low : lower = warm : warmer -> ['upper', 'warmer', 'drier', 'flatter', 'thicken']
low : lower = weak : weaker -> ['weaker', 'stronger', 'upper', 'tougher', 'wealthier']
low : lower = wide : wider -> ['wider', 'upper', 'narrower', 'broader', 'greater']
low : lower = young : younger -> ['younger', 'upper', 'older', 'middle-aged', 'wealthier']
low : lower = bad : worse -> ['upper', 'uglier', 'sillier', 'better', 'funnier']
low : lower = big : bigger -> ['bigger', 'upper', 'larger', 'greater', 'smaller']
low : lower = bright : brighter -> ['upper', 'ruffled', 'hued', 'luminous', 'light-blue']
low : lower = cheap : cheaper -> ['cheaper', 'expensive', 'inexpensive', 'upper', 'luxurious']
low : lower = cold : colder -> ['upper', 'warmer', 'colder', 'drier', 'sunlit']
low : lower = cool : cooler -> ['warm', 'warmer', 'regrow', 'upper', 'liquefy']
low : lower = deep : deeper -> ['deeper', 'upper', 'deepest', 'narrower', 'wider']
low : lower = easy : easier -> ['easier', 'harder', 'tougher', 'easiest', 'difficult']
low : lower = fast : faster -> ['faster', 'slower', 'reversibly', 'upper', 'reflexively']
low : lower = good : better -> ['better', 'upper', 'sillier', 'greater', 'funnier']
low : lower = great : greater -> ['greater', 'upper', 'florenz', "'great", 'great-great']
low : lower = hard : harder -> ['harder', 'tougher', 'easier', 'upper', 'tough']
low : lower = heavy : heavier -> ['heavier', 'upper', 'sturdier', 'tougher', 'lighter']
low : lower = high : higher -> ['upper', 'higher', 'junior-senior', 'friern', 'greater']
low : lower = hot : hotter -> ['upper', 'bubbling', 'hottest', 'upper-right', 'heatseekers']
low : lower = large : larger -> ['larger', 'smaller', 'bigger', 'upper', 'huge']
low : lower = long : longer -> ['longer', 'upper', 'shorter', 'unquestioningly', 'pebbly']
low : lower = loud : louder -> ['louder', 'funnier', 'uglier', 'dirtier', 'tougher']
new : newer = old : older -> ['older', 'younger', 'wealthier', 'better-known', 'busier']
new : newer = quick : quicker -> ['slower', 'faster', 'cheaper', 'leaner', 'simpler']
new : newer = safe : safer -> ['safer', 'cheaper', 'healthier', 'inexpensive', 'leaner']
new : newer = sharp : sharper -> ['sharper', 'taut', 'graver', 'lazier', 'heavier']
new : newer = short : shorter -> ['shorter', 'longer', 'slower', 'narrower', 'thinner']
new : newer = simple : simpler -> ['simpler', 'simplest', 'leaner', 'inexpensive', 'single-']
new : newer = slow : slower -> ['slower', 'faster', 'decelerate', 'accelerate', 'slowing']
new : newer = small : smaller -> ['smaller', 'larger', 'bigger', 'large', 'small-']
new : newer = smart : smarter -> ['smarter', 'leaner', 'cheaper', 'older', 'inexpensive']
new : newer = strong : stronger -> ['stronger', 'weaker', 'weak', 'strongest', 'heavier']
new : newer = tall : taller -> ['taller', 'thick', 'heavier', 'storeys', 'thinner']
new : newer = tight : tighter -> ['tighter', 'narrower', 'looser', 'thinner', 'thicker']
new : newer = tough : tougher -> ['tougher', 'heavier', 'leaner', 'softer', 'older']
new : newer = warm : warmer -> ['warmer', 'drier', 'humid', 'hotter', 'cooler']
new : newer = weak : weaker -> ['weaker', 'stronger', 'heavier', 'leaner', 'feeble']
new : newer = wide : wider -> ['wider', 'narrower', 'widest', 'smaller', 'larger']
new : newer = young : younger -> ['younger', 'older', 'elderly', 'wealthier', 'middle-aged']
new : newer = bad : worse -> ['uglier', 'prettier', 'sillier', 'funnier', 'dirtier']
new : newer = big : bigger -> ['bigger', 'smaller', 'larger', 'older', 'huge']
new : newer = bright : brighter -> ['brighter', 'greenish', 'pinkish', 'sleek', 'purplish']
new : newer = cheap : cheaper -> ['cheaper', 'inexpensive', 'expensive', 'light-weight', 'leaner']
new : newer = cold : colder -> ['warmer', 'cooler', 'hotter', 'drier', 'colder']
new : newer = cool : cooler -> ['warmer', 'cooler', 'warm', 'hotter', 'colder']
new : newer = deep : deeper -> ['deeper', 'shallow', 'deepest', 'thick', 'narrower']
new : newer = easy : easier -> ['easier', 'harder', 'simpler', 'faster', 'cheaper']
new : newer = fast : faster -> ['faster', 'slower', 'googly', 'slowly', 'rapidly']
new : newer = good : better -> ['better', 'funnier', 'sillier', 'prettier', 'uglier']
new : newer = great : greater -> ['older', 'magnificent', 'lesser', 'deadlier', 'smaller']
new : newer = hard : harder -> ['harder', 'tougher', 'cheaper', 'softer', 'heavier']
new : newer = heavy : heavier -> ['heavier', 'lighter', 'heaviest', 'bulkier', 'thinner']
new : newer = high : higher -> ['higher', 'low', 'cheaper', 'older', 'high-']
new : newer = hot : hotter -> ['bubbling', 'hotter', 'heavier', 'heatseekers', 'older']
new : newer = large : larger -> ['smaller', 'larger', 'bigger', 'sizeable', 'sizable']
new : newer = long : longer -> ['longer', 'shorter', 'theoretically', 'spindly', 'shallowly']
new : newer = loud : louder -> ['louder', 'leaner', 'mellower', 'slower', 'heavier']
new : newer = low : lower -> ['low-', 'subsonic', 'higher', 'heavier', 'steeper']
old : older = quick : quicker -> ['slower', 'tougher', 'deadlier', 'funnier', 'speedier']
old : older = safe : safer -> ['safer', 'healthier', 'friendlier', 'weaker', 'tougher']
old : older = sharp : sharper -> ['sharper', 'graver', 'lazier', 'tougher', 'taut']
old : older = short : shorter -> ['shorter', 'longer', 'lengthier', 'larger', 'funnier']
old : older = simple : simpler -> ['simpler', 'nastier', 'leaner', 'bulkier', 'lengthier']
old : older = slow : slower -> ['slower', 'faster', 'slows', 'slowing', 'weaker']
old : older = small : smaller -> ['smaller', 'larger', 'bigger', 'smallish', 'tiny']
old : older = smart : smarter -> ['smarter', 'tougher', 'lazier', 'braver', 'richer']
old : older = strong : stronger -> ['stronger', 'weaker', 'strongest', 'weak', 'tougher']
old : older = tall : taller -> ['taller', 'smaller', 'larger', 'heavier', 'bulkier']
old : older = tight : tighter -> ['tighter', 'tougher', 'narrower', 'looser', 'firmer']
old : older = tough : tougher -> ['tougher', 'nastier', 'weaker', 'stronger', 'funnier']
old : older = warm : warmer -> ['warmer', 'drier', 'hotter', 'colder', 'richer']
old : older = weak : weaker -> ['weaker', 'stronger', 'tougher', 'nastier', 'angrier']
old : older = wide : wider -> ['wider', 'narrower', 'broader', 'larger', 'smaller']
old : older = young : younger -> ['younger', 'youngest', 'middle-aged', 'wealthier', 'twombly']
old : older = bad : worse -> ['nastier', 'uglier', 'sillier', 'funnier', 'weaker']
old : older = big : bigger -> ['bigger', 'smaller', 'larger', 'nastier', 'huge']
old : older = bright : brighter -> ['richer', 'browner', 'brighter', 'luminous', 'orange-red']
old : older = cheap : cheaper -> ['cheaper', 'inexpensive', 'tougher', 'nastier', 'deadlier']
old : older = cold : colder -> ['warmer', 'hotter', 'colder', 'drier', 'cooler']
old : older = cool : cooler -> ['warmer', 'warm', 'hotter', 'cooler', 'colder']
old : older = deep : deeper -> ['deeper', 'deepest', 'narrower', 'richer', 'deadlier']
old : older = easy : easier -> ['easier', 'harder', 'tougher', 'difficult', 'funnier']
old : older = fast : faster -> ['faster', 'slower', 'googly', 'sprightly', 'tenderly']
old : older = good : better -> ['better', 'nastier', 'funnier', 'sillier', 'excellent']
old : older = great : greater -> ['lesser', 'younger', 'florenz', 'tremendous', 'great-great']
old : older = hard : harder -> ['harder', 'tougher', 'easier', 'difficult', 'heavier']
old : older = heavy : heavier -> ['heavier', 'lighter', 'deadlier', 'tougher', 'heaviest']
old : older = high : higher -> ['higher', 'low', 'smaller', 'ultra-high', 'above-average']
old : older = hot : hotter -> ['hotter', 'hottest', 'nastier', 'heavier', 'tougher']
old : older = large : larger -> ['larger', 'smaller', 'bigger', 'huge', 'sizable']
old : older = long : longer -> ['longer', 'spindly', 'shorter', 'basally', 'obtusely']
old : older = loud : louder -> ['louder', 'funnier', 'tougher', 'angrier', 'nastier']
old : older = low : lower -> ['higher', 'fewer', 'smaller', 'richer', 'weaker']
old : older = new : newer -> ['newer', 'higher-priced', 'new-build', 'intel-based', 'non-paying']
quick : quicker = safe : safer -> ['safer', 'healthier', 'quieter', 'fairer', 'warmer']
quick : quicker = sharp : sharper -> ['sharper', 'smoother', 'steeper', 'thicker', 'denser']
quick : quicker = short : shorter -> ['shorter', 'quieter', 'steeper', 'smoother', 'denser']
quick : quicker = simple : simpler -> ['simpler', 'smoother', 'quieter', 'clearer', 'denser']
quick : quicker = slow : slower -> ['slower', 'smoother', 'faster', 'retard', 'slows']
quick : quicker = small : smaller -> ['smaller', 'denser', 'quieter', 'bulkier', 'steeper']
quick : quicker = smart : smarter -> ['smarter', 'nicer', 'quieter', 'healthier', 'simpler']
quick : quicker = strong : stronger -> ['stronger', 'weaker', 'weak', 'stricter', 'tighter']
quick : quicker = tall : taller -> ['taller', 'denser', 'thicker', 'steeper', 'colder']
quick : quicker = tight : tighter -> ['tighter', 'smoother', 'thicker', 'denser', 'straighter']
quick : quicker = tough : tougher -> ['tougher', 'tighter', 'quieter', 'harder', 'smoother']
quick : quicker = warm : warmer -> ['warmer', 'colder', 'cooler', 'hotter', 'drier']
quick : quicker = weak : weaker -> ['weaker', 'poorer', 'denser', 'steeper', 'stricter']
quick : quicker = wide : wider -> ['wider', 'shallower', 'narrower', 'denser', 'steeper']
quick : quicker = young : younger -> ['younger', 'taller', 'smarter', 'healthier', 'poorer']
quick : quicker = bad : worse -> ['colder', 'poorer', 'subpar', 'nicer', 'worse']
quick : quicker = big : bigger -> ['quieter', 'denser', 'bigger', 'nicer', 'hotter']
quick : quicker = bright : brighter -> ['brighter', 'warmer', 'denser', 'colder', 'darker']
quick : quicker = cheap : cheaper -> ['cheaper', 'quieter', 'smoother', 'simpler', 'inexpensive']
quick : quicker = cold : colder -> ['colder', 'warmer', 'cooler', 'hotter', 'denser']
quick : quicker = cool : cooler -> ['colder', 'warmer', 'cooler', 'hotter', 'denser']
quick : quicker = deep : deeper -> ['deeper', 'shallower', 'warmer', 'colder', 'denser']
quick : quicker = easy : easier -> ['easier', 'harder', 'smoother', 'quieter', 'simpler']
quick : quicker = fast : faster -> ['faster', 'slower', 'smoother', 'quieter', 'hotter']
quick : quicker = good : better -> ['poorer', 'better', 'fairer', 'nicer', 'healthier']
quick : quicker = great : greater -> ['greater', 'poorer', 'quieter', 'denser', 'swifter']
quick : quicker = hard : harder -> ['harder', 'quieter', 'smoother', 'denser', 'rougher']
quick : quicker = heavy : heavier -> ['heavier', 'denser', 'stiffer', 'thicker', 'tighter']
quick : quicker = high : higher -> ['higher', 'steeper', 'colder', 'poorer', 'taller']
quick : quicker = hot : hotter -> ['hotter', 'colder', 'warmer', 'cooler', 'denser']
quick : quicker = large : larger -> ['smaller', 'larger', 'denser', 'steeper', 'shallower']
quick : quicker = long : longer -> ['shorter', 'quieter', 'longer', 'denser', 'smoother']
quick : quicker = loud : louder -> ['louder', 'smoother', 'quieter', 'hotter', 'sweeter']
quick : quicker = low : lower -> ['colder', 'steeper', 'hotter', 'denser', 'higher']
quick : quicker = new : newer -> ['quieter', 'd-new', 'stricter', 'australia-new', 'fairer']
quick : quicker = old : older -> ['older', 'quieter', 'taller', 'poorer', 'busier']
safe : safer = sharp : sharper -> ['sharper', 'blunt', 'blacker', 'bolder', 'greener']
safe : safer = short : shorter -> ['shorter', 'busier', 'steeper', 'longish', 'narrower']
safe : safer = simple : simpler -> ['simpler', 'riskier', 'neater', 'noisier', 'bulkier']
safe : safer = slow : slower -> ['slower', 'accelerate', 'retard', 'slows', 'slowing']
safe : safer = small : smaller -> ['smaller', 'tiny', 'larger', 'mid-sized', 'smallish']
safe : safer = smart : smarter -> ['smarter', 'greener', 'keener', 'bolder', 'sharper']
safe : safer = strong : stronger -> ['stronger', 'weak', 'stong', 'weaker', 'sharper']
safe : safer = tall : taller -> ['taller', 'thick', 'steeper', 'thicker', 'shorter']
safe : safer = tight : tighter -> ['tighter', 'smoother', 'steeper', 'looser', 'flatter']
safe : safer = tough : tougher -> ['tougher', 'harder', 'smarter', 'busier', 'tighter']
safe : safer = warm : warmer -> ['warmer', 'colder', 'drier', 'wetter', 'hotter']
safe : safer = weak : weaker -> ['weaker', 'stronger', 'poorer', 'busier', 'tougher']
safe : safer = wide : wider -> ['wider', 'narrower', 'steeper', 'shallower', 'broader']
safe : safer = young : younger -> ['younger', 'freeborn', 'souther', 'twombly', 'poore']
safe : safer = bad : worse -> ['uglier', 'weirder', 'dodgy', 'lousy', 'busier']
safe : safer = big : bigger -> ['bigger', 'smaller', 'huge', 'busier', 'smarter']
safe : safer = bright : brighter -> ['brighter', 'greener', 'browner', 'dull', 'ruddy']
safe : safer = cheap : cheaper -> ['cheaper', 'inexpensive', 'expensive', 'riskier', 'simpler']
safe : safer = cold : colder -> ['colder', 'warmer', 'wetter', 'drier', 'hotter']
safe : safer = cool : cooler -> ['colder', 'warmer', 'hotter', 'cooler', 'wetter']
safe : safer = deep : deeper -> ['deeper', 'shallow', 'shallower', 'steeper', 'wider']
safe : safer = easy : easier -> ['easier', 'harder', 'simpler', 'difficult', 'smarter']
safe : safer = fast : faster -> ['faster', 'slower', 'quieter', 'busier', 'smoother']
safe : safer = good : better -> ['excellent', 'better', 'riskier', 'tidier', 'funnier']
safe : safer = great : greater -> ['florenz', 'greater', 'tremendous', 'terrible', 'busier']
safe : safer = hard : harder -> ['harder', 'tougher', 'difficult', 'easier', 'tough']
safe : safer = heavy : heavier -> ['heavier', 'busier', 'torrential', 'stiffer', 'lake-effect']
safe : safer = high : higher -> ['higher', 'low', 'steeper', 'busier', 'above-average']
safe : safer = hot : hotter -> ['hotter', 'colder', 'wetter', 'drier', 'busier']
safe : safer = large : larger -> ['smaller', 'larger', 'huge', 'small', 'sizeable']
safe : safer = long : longer -> ['shorter', 'longer', 'busier', 'bristly', 'quieter']
safe : safer = loud : louder -> ['louder', 'funnier', 'sharper', 'smoother', 'quieter']
safe : safer = low : lower -> ['steeper', 'higher', 'wetter', 'busier', 'hotter']
safe : safer = new : newer -> ['d-new', 'newer', 'polka-dot', 'australia-new', 'all-new']
safe : safer = old : older -> ['older', 'busier', 'newer', 'younger', 'colonial-era']
safe : safer = quick : quicker -> ['smarter', 'sharper', 'simpler', 'slower', 'smoother']
sharp : sharper = short : shorter -> ['shorter', 'leaner', 'lengthier', 'funnier', 'bulkier']
sharp : sharper = simple : simpler -> ['simpler', 'leaner', 'neater', 'looser', 'bulkier']
sharp : sharper = slow : slower -> ['slower', 'smoother', 'faster', 'leaner', 'retard']
sharp : sharper = small : smaller -> ['smaller', 'bulkier', 'larger', 'smallish', 'tiny']
sharp : sharper = smart : smarter -> ['smarter', 'prettier', 'leaner', 'tidier', 'neater']
sharp : sharper = strong : stronger -> ['stronger', 'weak', 'weaker', 'firmer', 'tighter']
sharp : sharper = tall : taller -> ['taller', 'slimmer', 'bulkier', 'fatter', 'prettier']
sharp : sharper = tight : tighter -> ['tighter', 'looser', 'smoother', 'rougher', 'fatter']
sharp : sharper = tough : tougher -> ['tougher', 'tighter', 'softer', 'leaner', 'funnier']
sharp : sharper = warm : warmer -> ['warmer', 'drier', 'colder', 'rougher', 'softer']
sharp : sharper = weak : weaker -> ['weaker', 'stronger', 'bulkier', 'dirtier', 'leaner']
sharp : sharper = wide : wider -> ['wider', 'narrower', 'tighter', 'shallower', 'broader']
sharp : sharper = young : younger -> ['younger', 'prettier', 'leaner', 'dirtier', 'smarter']
sharp : sharper = bad : worse -> ['prettier', 'uglier', 'weirder', 'dirtier', 'funnier']
sharp : sharper = big : bigger -> ['bigger', 'prettier', 'funnier', 'dirtier', 'trickier']
sharp : sharper = bright : brighter -> ['brighter', 'whiter', 'redder', 'bluer', 'duller']
sharp : sharper = cheap : cheaper -> ['cheaper', 'inexpensive', 'riskier', 'leaner', 'bulkier']
sharp : sharper = cold : colder -> ['warmer', 'colder', 'hotter', 'rougher', 'drier']
sharp : sharper = cool : cooler -> ['warmer', 'colder', 'hotter', 'rougher', 'calmer']
sharp : sharper = deep : deeper -> ['deeper', 'shallower', 'rougher', 'softer', 'tighter']
sharp : sharper = easy : easier -> ['easier', 'harder', 'neater', 'smoother', 'trickier']
sharp : sharper = fast : faster -> ['faster', 'slower', 'smoother', 'tighter', 'leaner']
sharp : sharper = good : better -> ['prettier', 'tidier', 'funnier', 'riskier', 'friendlier']
sharp : sharper = great : greater -> ['tidier', 'funnier', 'prettier', 'livelier', 'sillier']
sharp : sharper = hard : harder -> ['harder', 'softer', 'trickier', 'tougher', 'tighter']
sharp : sharper = heavy : heavier -> ['heavier', 'tighter', 'bulkier', 'softer', 'dirtier']
sharp : sharper = high : higher -> ['higher', 'riskier', 'above-average', 'ultra-high', 'noisier']
sharp : sharper = hot : hotter -> ['hotter', 'dirtier', 'softer', 'rougher', 'sweeter']
sharp : sharper = large : larger -> ['larger', 'smaller', 'huge', 'bulkier', 'bigger']
sharp : sharper = long : longer -> ['shorter', 'neater', 'longer', 'unwieldly', 'rougher']
sharp : sharper = loud : louder -> ['louder', 'sweeter', 'dirtier', 'prettier', 'funnier']
sharp : sharper = low : lower -> ['steeper', 'higher', 'rougher', 'hotter', 'riskier']
sharp : sharper = new : newer -> ['all-new', 'd-new', 'brand-new', 'riskier', 'diffrent']
sharp : sharper = old : older -> ['older', 'prettier', 'dirtier', 'out-of-date', 'bulkier']
sharp : sharper = quick : quicker -> ['neater', 'tidier', 'leaner', 'smoother', 'prettier']
sharp : sharper = safe : safer -> ['healthier', 'safer', 'friendlier', 'riskier', 'leaner']
short : shorter = simple : simpler -> ['simpler', 'looser', 'plainer', 'softer', 'bulkier']
short : shorter = slow : slower -> ['slower', 'quieter', 'smoother', 'quicker', 'faster']
short : shorter = small : smaller -> ['smaller', 'larger', 'slimmer', 'bigger', 'smallish']
short : shorter = smart : smarter -> ['smarter', 'bolder', 'slimmer', 'simpler', 'blacker']
short : shorter = strong : stronger -> ['stronger', 'weaker', 'tighter', 'weak', 'stong']
short : shorter = tall : taller -> ['taller', 'thicker', 'slimmer', 'slender', 'straighter']
short : shorter = tight : tighter -> ['tighter', 'thicker', 'looser', 'straighter', 'stiffer']
short : shorter = tough : tougher -> ['tougher', 'tighter', 'softer', 'stiffer', 'fatter']
short : shorter = warm : warmer -> ['warmer', 'colder', 'hotter', 'cooler', 'drier']
short : shorter = weak : weaker -> ['weaker', 'stronger', 'softer', 'slimmer', 'bulkier']
short : shorter = wide : wider -> ['wider', 'narrower', 'taller', 'thicker', 'broader']
short : shorter = young : younger -> ['younger', 'taller', 'older', 'blacker', 'stouter']
short : shorter = bad : worse -> ['prettier', 'sweeter', 'weirder', 'fatter', 'dumber']
short : shorter = big : bigger -> ['bigger', 'smaller', 'slimmer', 'stouter', 'quieter']
short : shorter = bright : brighter -> ['brighter', 'darker', 'duller', 'paler', 'whiter']
short : shorter = cheap : cheaper -> ['cheaper', 'inexpensive', 'simpler', 'quieter', 'softer']
short : shorter = cold : colder -> ['warmer', 'colder', 'cooler', 'hotter', 'milder']
short : shorter = cool : cooler -> ['warmer', 'colder', 'cooler', 'hotter', 'calmer']
short : shorter = deep : deeper -> ['deeper', 'shallower', 'thicker', 'narrower', 'warmer']
short : shorter = easy : easier -> ['easier', 'simpler', 'harder', 'quieter', 'quicker']
short : shorter = fast : faster -> ['faster', 'quieter', 'slower', 'smoother', 'quicker']
short : shorter = good : better -> ['prettier', 'weirder', 'sweeter', 'healthier', 'tidier']
short : shorter = great : greater -> ['finer', 'greater', 'florenz', 'magnificent', 'tremendous']
short : shorter = hard : harder -> ['harder', 'softer', 'quieter', 'simpler', 'tougher']
short : shorter = heavy : heavier -> ['heavier', 'stiffer', 'lighter', 'slimmer', 'tighter']
short : shorter = high : higher -> ['higher', 'taller', 'steeper', 'slimmer', 'straighter']
short : shorter = hot : hotter -> ['hotter', 'warmer', 'colder', 'quieter', 'softer']
short : shorter = large : larger -> ['smaller', 'larger', 'bigger', 'huge', 'slimmer']
short : shorter = long : longer -> ['longer', 'quieter', 'straighter', 'busier', 'steeper']
short : shorter = loud : louder -> ['louder', 'sweeter', 'mellower', 'quieter', 'softer']
short : shorter = low : lower -> ['steeper', 'hotter', 'higher', 'quieter', 'slimmer']
short : shorter = new : newer -> ['newer', 'better-quality', 'colonial-era', 'd-new', 'sturdier']
short : shorter = old : older -> ['older', 'newer', 'taller', 'plainer', 'stouter']
short : shorter = quick : quicker -> ['quicker', 'simpler', 'smoother', 'straighter', 'quieter']
short : shorter = safe : safer -> ['safer', 'healthier', 'quieter', 'softer', 'quicker']
short : shorter = sharp : sharper -> ['sharper', 'finer', 'bolder', 'blacker', 'slimmer']
simple : simpler = slow : slower -> ['slower', 'quicker', 'faster', 'smoother', 'quieter']
simple : simpler = small : smaller -> ['smaller', 'larger', 'slimmer', 'bulkier', 'sturdier']
simple : simpler = smart : smarter -> ['smarter', 'bolder', 'quicker', 'nicer', 'greener']
simple : simpler = strong : stronger -> ['stronger', 'weaker', 'weak', 'tougher', 'smarter']
simple : simpler = tall : taller -> ['taller', 'thicker', 'slimmer', 'denser', 'shorter']
simple : simpler = tight : tighter -> ['tighter', 'looser', 'thicker', 'stiffer', 'stricter']
simple : simpler = tough : tougher -> ['tougher', 'harder', 'smarter', 'stiffer', 'quicker']
simple : simpler = warm : warmer -> ['warmer', 'colder', 'cooler', 'hotter', 'calmer']
simple : simpler = weak : weaker -> ['weaker', 'stronger', 'tougher', 'poorer', 'cleverer']
simple : simpler = wide : wider -> ['wider', 'narrower', 'shallower', 'thicker', 'taller']
simple : simpler = young : younger -> ['younger', 'smarter', 'wiser', 'taller', 'older']
simple : simpler = bad : worse -> ['weirder', 'cleverer', 'funnier', 'smarter', 'dirtier']
simple : simpler = big : bigger -> ['bigger', 'smarter', 'quieter', 'smaller', 'slimmer']
simple : simpler = bright : brighter -> ['brighter', 'darker', 'browner', 'duller', 'bluer']
simple : simpler = cheap : cheaper -> ['cheaper', 'inexpensive', 'quieter', 'expensive', 'quicker']
simple : simpler = cold : colder -> ['warmer', 'colder', 'cooler', 'hotter', 'milder']
simple : simpler = cool : cooler -> ['warmer', 'cooler', 'colder', 'calmer', 'hotter']
simple : simpler = deep : deeper -> ['deeper', 'shallower', 'thicker', 'hotter', 'quieter']
simple : simpler = easy : easier -> ['easier', 'harder', 'quicker', 'quieter', 'smarter']
simple : simpler = fast : faster -> ['faster', 'slower', 'quicker', 'quieter', 'smoother']
simple : simpler = good : better -> ['better', 'smarter', 'cleverer', 'funnier', 'fairer']
simple : simpler = great : greater -> ['greater', 'florenz', 'grander', 'smarter', 'cleverer']
simple : simpler = hard : harder -> ['harder', 'easier', 'tougher', 'quicker', 'difficult']
simple : simpler = heavy : heavier -> ['heavier', 'stiffer', 'lighter', 'bulkier', 'thicker']
simple : simpler = high : higher -> ['higher', 'cheaper', 'taller', 'steeper', 'busier']
simple : simpler = hot : hotter -> ['hotter', 'colder', 'warmer', 'quieter', 'cooler']
simple : simpler = large : larger -> ['smaller', 'larger', 'bigger', 'bulkier', 'slimmer']
simple : simpler = long : longer -> ['shorter', 'longer', 'quieter', 'busier', 'smoother']
simple : simpler = loud : louder -> ['louder', 'quieter', 'sweeter', 'smoother', 'funnier']
simple : simpler = low : lower -> ['hotter', 'higher', 'quieter', 'steeper', 'shallower']
simple : simpler = new : newer -> ['d-new', 'york-new', 'australia-new', 'newer', 'nieuw']
simple : simpler = old : older -> ['older', 'busier', 'plainer', 'newer', 'smarter']
simple : simpler = quick : quicker -> ['quicker', 'slower', 'smarter', 'smoother', 'cheaper']
simple : simpler = safe : safer -> ['safer', 'quicker', 'healthier', 'cheaper', 'quieter']
simple : simpler = sharp : sharper -> ['sharper', 'bolder', 'slimmer', 'graver', 'stiffer']
simple : simpler = short : shorter -> ['shorter', 'quieter', 'busier', 'thicker', 'lengthier']
slow : slower = small : smaller -> ['smaller', 'larger', 'bigger', 'tiny', 'smallish']
slow : slower = smart : smarter -> ['smarter', 'tougher', 'cheaper', 'leaner', 'healthier']
slow : slower = strong : stronger -> ['stronger', 'weaker', 'weak', 'tougher', 'heavier']
slow : slower = tall : taller -> ['taller', 'heavier', 'thick', 'narrower', 'thinner']
slow : slower = tight : tighter -> ['tighter', 'tougher', 'narrower', 'heavier', 'looser']
slow : slower = tough : tougher -> ['tougher', 'heavier', 'harder', 'stronger', 'funnier']
slow : slower = warm : warmer -> ['warmer', 'hotter', 'softer', 'drier', 'friendlier']
slow : slower = weak : weaker -> ['weaker', 'stronger', 'tougher', 'heavier', 'noisier']
slow : slower = wide : wider -> ['wider', 'narrower', 'broader', 'larger', 'smaller']
slow : slower = young : younger -> ['younger', 'older', 'middle-aged', 'wealthier', 'twombly']
slow : slower = bad : worse -> ['funnier', 'sillier', 'uglier', 'nastier', 'dirtier']
slow : slower = big : bigger -> ['bigger', 'larger', 'smaller', 'huge', 'funnier']
slow : slower = bright : brighter -> ['brighter', 'lighter', 'whiter', 'orange-red', 'fainter']
slow : slower = cheap : cheaper -> ['cheaper', 'inexpensive', 'expensive', 'heavier', 'tougher']
slow : slower = cold : colder -> ['warmer', 'hotter', 'heavier', 'drier', 'colder']
slow : slower = cool : cooler -> ['hotter', 'warmer', 'softer', 'dirtier', 'thinner']
slow : slower = deep : deeper -> ['deeper', 'narrower', 'deepest', 'heavier', 'head-first']
slow : slower = easy : easier -> ['easier', 'harder', 'tougher', 'faster', 'cheaper']
slow : slower = fast : faster -> ['faster', 'heavier', 'cheaper', 'googly', 'spindly']
slow : slower = good : better -> ['funnier', 'better', 'sillier', 'nastier', 'happier']
slow : slower = great : greater -> ['greater', 'tremendous', 'florenz', 'sillier', 'funnier']
slow : slower = hard : harder -> ['harder', 'tougher', 'heavier', 'easier', 'softer']
slow : slower = heavy : heavier -> ['heavier', 'lighter', 'tougher', 'bulkier', 'noisier']
slow : slower = high : higher -> ['higher', 'ultra-high', 'heavier', 'head-first', 'smaller']
slow : slower = hot : hotter -> ['hotter', 'heavier', 'tougher', 'softer', 'cheaper']
slow : slower = large : larger -> ['larger', 'smaller', 'bigger', 'huge', 'sizable']
